kilojoules,name,pr_count,average_heartrate,average_watts,total_elevation_gain,elapsed_time,time,date,time_bins,achievement_count,moving_time,sport_type,weighted_average_watts,average_cadence,distance,average_speed,performance_label
846.6,Morning Ride  ,17.0,116.3,150.7,1354.99,97.33,6.0,2021-09-11 06:56:03,4am-8am,17.0,93.65,Ride,163.0,99.0,23.22,14.88,0.3
1011.4,Boarstone -2,0.0,142.7,140.5,0.0,120.0,7.0,2021-09-10 07:57:14,4am-8am,0.0,120.0,Ride,141.0,90.1,38.3,19.15,0.5
656.1,Whorl,0.0,142.4,145.8,0.0,75.0,7.0,2021-09-08 07:06:03,4am-8am,0.0,75.0,Ride,147.0,90.1,24.59,19.67,0.5
277.0,Lazy Mountain,0.0,117.0,115.3,0.0,40.05,16.0,2021-09-07 16:01:00,12pm-4pm,0.0,40.05,Ride,117.0,90.1,13.33,19.97,0.3
521.7,Pettit,0.0,146.5,144.9,0.0,60.0,7.0,2021-09-06 07:31:15,4am-8am,0.0,60.0,Ride,147.0,90.1,20.28,20.28,0.5
923.5,Gibbs -1,0.0,127.1,128.3,0.0,120.0,13.0,2021-09-05 13:34:48,12pm-4pm,0.0,120.0,Ride,129.0,90.1,38.89,19.45,0.5
422.5,Recess,0.0,131.0,117.4,0.0,60.0,6.0,2021-09-04 06:57:22,4am-8am,0.0,60.0,Ride,117.0,90.1,19.53,19.53,0.5
545.2,Warlow +1,0.0,155.3,158.5,0.0,57.32,8.0,2021-09-01 08:00:05,4am-8am,0.0,57.32,Ride,185.0,90.1,18.99,19.88,0.5
299.6,Lazy Mountain +1,0.0,126.5,124.2,0.0,40.2,7.0,2021-08-31 07:06:27,4am-8am,0.0,40.2,Ride,127.0,90.1,11.42,17.04,0.1
835.7,Bluebell +2,0.0,150.4,154.8,0.0,90.0,16.0,2021-08-30 16:28:56,12pm-4pm,0.0,90.0,Ride,184.0,90.1,26.6,17.73,0.5
460.8,Morning Ride,0.0,115.0,120.5,285.43,65.85,6.0,2021-08-29 06:29:13,4am-8am,1.0,63.75,Ride,120.0,97.4,17.52,16.49,0.3
688.1,Standing,0.0,122.9,127.4,0.0,90.0,16.0,2021-08-26 16:59:30,12pm-4pm,0.0,90.0,Ride,127.0,90.1,26.69,17.79,0.3
44.1,Evening Ride,0.0,115.3,31.4,111.55,23.38,19.0,2021-08-25 19:19:31,4pm-8pm,0.0,23.38,Ride,152.0,90.1,2.96,7.59,0.9
919.3,Reinstein,0.0,157.4,170.2,0.0,90.0,8.0,2021-08-25 08:00:43,4am-8am,0.0,90.0,Ride,190.0,90.1,29.23,19.49,0.5
411.1,Lazy Mountain,0.0,125.2,114.2,0.0,60.0,8.0,2021-08-24 08:00:35,4am-8am,0.0,60.0,Ride,116.0,90.1,17.82,17.82,0.3
888.4,Taylor +1,0.0,159.6,164.5,0.0,90.0,8.0,2021-08-23 08:01:08,4am-8am,0.0,90.0,Ride,183.0,90.1,29.87,19.92,0.5
423.9,Recess,0.0,132.6,117.8,0.0,60.0,11.0,2021-08-22 11:09:59,8am-12pm,0.0,60.0,Ride,117.0,90.1,18.5,18.5,0.5
309.3,McGregor -5,0.0,147.0,166.2,0.0,31.02,10.0,2021-08-22 10:32:09,8am-12pm,0.0,31.02,Ride,178.0,90.1,8.13,15.73,0.1
41.3,Afternoon Ride,0.0,112.5,26.8,45.93,28.25,17.0,2021-08-21 17:40:37,4pm-8pm,0.0,25.62,Ride,152.0,90.1,2.86,6.7,0.9
1731.0,Morning Ride ,3.0,137.2,157.8,1479.66,193.5,6.0,2021-08-21 06:37:02,4am-8am,28.0,182.87,Ride,163.0,97.0,56.01,18.38,0.2
900.4,Joe Devel +2,0.0,153.4,166.7,0.0,90.0,16.0,2021-08-19 16:03:36,12pm-4pm,0.0,90.0,Ride,184.0,90.1,29.61,19.74,0.5
157.6,Afternoon Ride,0.0,99.6,81.0,111.55,34.72,16.0,2021-08-18 16:58:08,12pm-4pm,0.0,32.43,Ride,152.0,90.1,4.9,9.06,0.9
449.6,Bald Knob -2,0.0,128.2,124.9,0.0,60.0,11.0,2021-08-17 11:32:29,8am-12pm,0.0,60.0,Ride,125.0,90.1,23.15,23.15,0.5
447.5,Afternoon Ride,0.0,119.4,144.5,242.78,51.63,17.0,2021-08-14 17:32:28,4pm-8pm,1.0,51.63,Ride,155.0,86.0,13.67,15.88,0.3
662.7,Morning Ride,4.0,114.4,124.6,1607.61,130.67,9.0,2021-08-11 09:11:04,8am-12pm,12.0,88.63,Ride,157.0,81.0,18.52,12.54,0.8
646.4,Last day of dog sitting ,1.0,119.8,153.9,269.03,89.43,7.0,2021-08-10 07:02:05,4am-8am,1.0,70.0,Ride,148.0,91.6,20.46,17.54,0.3
269.4,Volunteer,0.0,134.7,149.7,0.0,30.0,13.0,2021-08-09 13:55:13,12pm-4pm,0.0,30.0,Ride,152.0,90.1,7.45,14.89,0.1
1100.5,McGregor -4,0.0,148.1,152.8,0.0,120.0,10.0,2021-08-08 10:39:24,8am-12pm,0.0,120.0,Ride,166.0,90.1,30.0,15.0,0.5
673.9,Morning Ride,3.0,125.8,123.5,2073.49,102.72,6.0,2021-08-05 06:58:52,4am-8am,13.0,90.95,Ride,160.0,83.9,17.83,11.76,0.8
399.4,Lazy Mountain,0.0,125.6,111.0,0.0,60.0,9.0,2021-08-03 09:00:56,8am-12pm,0.0,60.0,Ride,112.0,90.1,16.11,16.11,0.3
706.6,Mt Baldy tomorrow 😩😩😩,16.0,119.8,151.1,1161.42,88.67,6.0,2021-07-30 06:41:27,4am-8am,48.0,77.93,Ride,178.0,86.7,20.82,16.03,0.8
893.1,Reinstein,0.0,148.7,165.4,0.0,90.0,12.0,2021-07-29 12:31:22,8am-12pm,0.0,90.0,Ride,185.0,90.1,25.37,16.91,0.5
975.0,Gabriel,0.0,130.0,135.4,0.0,120.0,6.0,2021-07-27 06:36:31,4am-8am,0.0,120.0,Ride,136.0,90.1,32.67,16.34,0.5
557.6,Sleeping Beauty +3,0.0,145.2,154.9,0.0,60.0,13.0,2021-07-26 13:15:56,12pm-4pm,0.0,60.0,Ride,183.0,90.1,16.66,16.66,0.5
786.3,Morning Ride,16.0,129.6,124.4,1719.49,124.37,6.0,2021-07-25 06:38:55,4am-8am,23.0,105.35,Ride,146.0,86.6,22.07,12.57,0.8
822.7,McGregor -5,0.0,145.7,152.4,0.0,90.0,5.0,2021-07-24 05:58:44,4am-8am,0.0,90.0,Ride,170.0,90.1,25.6,17.07,0.5
439.8,Bald Knob -2,0.0,141.5,122.2,0.0,60.0,17.0,2021-07-21 17:53:36,4pm-8pm,0.0,60.0,Ride,122.0,90.1,18.63,18.63,0.5
149.9,Morning Ride,0.0,115.9,55.9,137.8,50.75,7.0,2021-07-15 07:17:21,4am-8am,0.0,44.68,Ride,152.0,90.1,8.18,10.98,0.9
616.0,Evening Ride,7.0,129.5,133.9,977.69,123.28,18.0,2021-07-11 18:10:09,4pm-8pm,15.0,76.68,Ride,146.0,85.8,20.53,16.06,0.8
1688.3,Morning Ride,17.0,136.7,147.1,1348.43,245.48,6.0,2021-07-10 06:23:01,4am-8am,47.0,191.32,Ride,162.0,90.8,60.14,18.86,0.2
214.0,w/ Sir Father Daddy ,3.0,129.6,71.2,482.28,50.12,8.0,2021-07-07 08:19:15,4am-8am,6.0,50.12,Ride,134.0,75.8,10.41,12.47,0.8
63.4,Evening Ride,0.0,108.4,40.8,164.04,27.8,19.0,2021-06-30 19:28:56,4pm-8pm,0.0,25.9,Ride,152.0,90.1,3.5,8.11,0.9
816.4,Morning Ride,1.0,134.5,138.9,715.22,111.83,6.0,2021-06-27 06:11:40,4am-8am,5.0,97.97,Ride,144.0,89.0,28.02,17.16,0.8
898.2,Morning Ride,3.0,122.4,142.2,505.25,116.08,6.0,2021-06-21 06:22:15,4am-8am,6.0,105.25,Ride,142.0,94.7,31.18,17.77,0.3
1380.3,Morning Ride,2.0,129.6,148.0,1433.73,160.55,6.0,2021-06-13 06:01:27,4am-8am,12.0,155.38,Ride,157.0,94.2,46.2,17.84,0.2
1134.3,Morning Ride,0.0,129.6,153.2,1177.49,131.05,6.0,2021-06-06 06:01:40,4am-8am,13.0,123.43,Ride,158.0,94.2,37.19,18.08,0.2
320.5,Afternoon Ride,1.0,129.6,108.8,645.34,66.45,16.0,2021-05-26 16:30:04,12pm-4pm,15.0,49.12,Ride,138.0,76.7,9.42,11.51,0.8
544.35,Morning Ride,0.0,129.6,128.4,0.0,20.0,10.0,2021-05-23 10:02:16,8am-12pm,0.0,20.0,Ride,152.0,90.1,5.67,17.0,0.1
67.1,Afternoon Ride,2.0,104.4,39.4,160.76,37.68,17.0,2021-05-18 17:31:52,4pm-8pm,2.0,28.33,Ride,152.0,90.1,4.02,8.51,0.9
790.6,Morning Ride ,0.0,138.5,144.4,683.07,93.17,6.0,2021-05-14 06:00:42,4am-8am,8.0,91.27,Ride,155.0,94.3,26.6,17.49,0.8
765.1,Morning Ride,1.0,128.9,138.5,427.49,129.73,6.0,2021-05-07 06:33:50,4am-8am,5.0,92.08,Ride,140.0,90.1,25.41,16.56,0.3
881.7,Morning Ride,5.0,150.5,159.7,708.01,94.27,6.0,2021-05-02 06:42:51,4am-8am,15.0,92.0,Ride,166.0,95.2,27.76,18.1,0.2
112.1,Afternoon Ride,0.0,120.1,85.0,104.99,22.42,17.0,2021-04-28 17:05:32,4pm-8pm,0.0,21.98,Ride,117.0,75.3,4.46,12.18,0.9
1055.7,Meep,1.0,127.6,143.8,1287.4,130.85,6.0,2021-04-25 06:00:01,4am-8am,11.0,122.37,Ride,166.0,94.2,34.47,16.9,0.2
27.0,Afternoon Ride,0.0,106.6,29.1,59.06,17.07,17.0,2021-04-24 17:25:01,4pm-8pm,0.0,15.47,Ride,152.0,90.1,1.86,7.22,0.9
581.4,Morning Ride,2.0,137.3,144.9,363.85,74.47,6.0,2021-04-21 06:43:27,4am-8am,2.0,66.87,Ride,144.0,96.1,19.07,17.11,0.3
919.9,Morning Ride,4.0,142.7,158.3,618.77,103.95,6.0,2021-04-11 06:36:24,4am-8am,8.0,96.87,Ride,162.0,94.1,28.06,17.38,0.2
60.5,Morning Ride,0.0,118.3,37.9,173.23,26.62,10.0,2021-04-06 10:57:11,8am-12pm,0.0,26.62,Ride,152.0,90.1,3.41,7.69,0.9
608.9,Morning Ride,2.0,147.1,150.6,359.58,72.03,6.0,2021-04-02 06:53:39,4am-8am,2.0,67.4,Ride,150.0,93.8,19.15,17.05,0.5
989.9,Morning Ride,0.0,114.3,170.2,2463.91,113.68,8.0,2021-03-19 08:17:24,4am-8am,0.0,96.93,Ride,191.0,91.7,25.74,15.93,0.8
464.1,Morning Ride,0.0,117.9,128.9,219.82,64.82,7.0,2021-03-13 07:08:24,4am-8am,0.0,60.03,Ride,128.0,93.8,16.11,16.1,0.3
544.35,Crashes :/,0.0,129.6,128.4,0.0,83.22,11.0,2021-03-08 11:02:47,8am-12pm,0.0,83.22,Ride,152.0,90.1,31.3,22.57,0.5
543.2,Morning Ride,1.0,120.3,118.6,1519.03,87.37,8.0,2021-03-06 08:09:57,4am-8am,5.0,76.33,Ride,154.0,73.7,17.32,13.61,0.8
549.5,Morning Ride,4.0,129.6,152.3,437.01,60.15,10.0,2021-03-03 10:55:17,8am-12pm,7.0,60.15,Ride,157.0,98.8,18.15,18.11,0.3
2002.8,Hello California ☀️ ,25.0,126.3,169.1,1141.73,258.43,6.0,2021-02-27 06:58:52,4am-8am,43.0,197.43,Ride,172.0,98.1,62.11,18.88,0.2
231.0,Afternoon Ride,0.0,123.3,122.6,154.2,31.77,16.0,2021-02-24 16:32:39,12pm-4pm,1.0,31.4,Ride,129.0,92.4,7.22,13.8,0.1
282.8,Morning Ride ,0.0,114.8,145.4,173.88,33.62,6.0,2021-02-22 06:32:38,4am-8am,1.0,32.42,Ride,177.0,97.5,8.81,16.31,0.3
669.2,Morning Ride,1.0,123.0,176.3,285.43,77.47,8.0,2021-02-20 08:07:24,4am-8am,4.0,63.27,Ride,176.0,96.8,18.89,17.92,0.3
293.2,Morning Ride,0.0,109.4,132.4,160.76,39.07,7.0,2021-02-19 07:03:21,4am-8am,1.0,36.92,Ride,131.0,96.6,9.66,15.69,0.3
192.8,Morning Ride,0.0,105.7,120.2,131.23,28.08,10.0,2021-02-17 10:36:44,8am-12pm,0.0,26.73,Ride,122.0,84.6,6.54,14.67,0.9
1466.6,Morning Ride,10.0,108.6,158.3,2641.08,175.08,6.0,2021-02-13 06:41:58,4am-8am,19.0,154.4,Ride,184.0,93.0,40.42,15.71,0.2
250.3,Morning Ride,0.0,106.6,140.1,150.92,42.25,10.0,2021-02-08 10:29:36,8am-12pm,0.0,29.78,Ride,131.0,94.3,8.13,16.37,0.3
481.9,Morning Ride,1.0,115.3,131.6,285.43,66.03,9.0,2021-02-06 09:46:54,8am-12pm,3.0,61.05,Ride,134.0,95.5,17.15,16.86,0.3
163.8,Morning Ride,0.0,100.0,66.7,213.25,59.97,9.0,2021-02-02 09:04:45,8am-12pm,6.0,40.97,Ride,152.0,90.1,4.66,6.83,0.9
262.3,Morning Ride,0.0,112.7,86.6,419.95,70.7,10.0,2021-01-31 10:27:22,8am-12pm,0.0,50.5,Ride,152.0,90.1,6.32,7.51,0.9
1718.9,Morning Ride ,3.0,135.6,176.8,820.21,200.35,7.0,2021-01-30 07:13:01,4am-8am,23.0,162.05,Ride,181.0,99.7,50.01,18.52,0.2
544.35,Wheelies baby,0.0,129.6,128.4,0.0,30.0,16.0,2021-01-28 16:26:00,12pm-4pm,0.0,30.0,Ride,152.0,90.1,3.5,7.0,0.7
563.4,Morning Ride,0.0,121.2,147.8,301.84,69.97,8.0,2021-01-27 08:48:51,4am-8am,5.0,63.52,Ride,146.0,95.4,18.59,17.56,0.3
477.7,Morning Ride,0.0,129.6,126.6,269.03,72.15,6.0,2021-01-24 06:33:06,4am-8am,0.0,62.92,Ride,126.0,92.0,16.08,15.34,0.3
290.6,Morning Ride,0.0,129.6,118.4,200.13,44.72,7.0,2021-01-21 07:22:07,4am-8am,1.0,40.92,Ride,119.0,91.1,10.9,15.98,0.3
720.2,Morning Ride,2.0,113.9,141.1,705.38,104.4,7.0,2021-01-18 07:35:50,4am-8am,14.0,85.08,Ride,155.0,94.8,25.01,17.64,0.3
1104.0,Morning Ride,1.0,121.8,168.8,1404.2,128.4,9.0,2021-01-16 09:59:23,8am-12pm,14.0,108.98,Ride,177.0,96.9,33.91,18.67,0.2
649.9,Morning Ride,0.0,109.3,141.0,423.23,84.53,6.0,2021-01-14 06:58:47,4am-8am,6.0,76.8,Ride,142.0,94.3,21.84,17.07,0.3
2089.1,Massive Santa Ana Headwinds GMFU,10.0,155.1,154.2,2703.41,300.0,6.0,2021-01-09 06:01:32,4am-8am,52.0,225.75,Ride,168.0,95.5,61.73,16.41,0.2
507.4,Morning Ride,0.0,129.4,136.1,255.91,73.28,6.0,2021-01-06 06:37:46,4am-8am,1.0,62.13,Ride,135.0,90.6,17.14,16.55,0.3
2139.4,Half & Half Cafe aka Haley’s house <3,16.0,121.5,171.2,2565.62,254.93,6.0,2021-01-02 06:17:45,4am-8am,53.0,208.22,Ride,179.0,96.3,61.69,17.78,0.2
557.8,Morning Ride,0.0,121.9,139.6,334.65,72.38,7.0,2020-12-27 07:48:56,4am-8am,4.0,66.6,Ride,142.0,92.1,18.58,16.74,0.3
582.1,Morning Ride,5.0,126.1,151.1,446.19,68.65,6.0,2020-12-25 06:24:16,4am-8am,13.0,64.2,Ride,162.0,91.8,17.46,16.32,0.3
275.9,Morning Ride,0.0,109.9,135.5,206.69,39.13,7.0,2020-12-23 07:25:44,4am-8am,1.0,33.93,Ride,162.0,88.9,8.75,15.47,0.3
25.3,Afternoon Ride,0.0,96.8,129.5,9.84,4.13,16.0,2020-12-22 16:03:01,12pm-4pm,0.0,3.25,Ride,128.0,81.3,0.79,14.57,0.9
503.6,Morning Ride,3.0,130.8,134.0,344.49,67.52,9.0,2020-12-20 09:18:02,8am-12pm,7.0,62.62,Ride,152.0,90.1,18.8,18.02,0.3
452.0,Morning Ride,2.0,116.7,122.1,495.41,71.98,6.0,2020-12-18 06:58:15,4am-8am,4.0,61.72,Ride,152.0,90.1,17.53,17.04,0.3
45.2,Morning Ride,0.0,107.7,33.8,59.06,30.15,8.0,2020-12-17 08:44:48,4am-8am,0.0,22.3,Ride,152.0,90.1,3.05,8.2,0.9
629.2,Morning Ride,9.0,113.7,143.3,1286.09,81.52,7.0,2020-12-16 07:39:05,4am-8am,10.0,73.2,Ride,152.0,90.1,20.64,16.92,0.8
544.35,IZ,0.0,129.6,128.4,0.0,10.0,14.0,2020-12-14 14:48:47,12pm-4pm,0.0,10.0,Ride,152.0,90.1,1.47,8.8,0.7
722.2,Morning Ride,2.0,121.8,123.0,803.81,112.02,7.0,2020-12-13 07:36:18,4am-8am,8.0,97.83,Ride,152.0,90.1,27.96,17.15,0.8
511.7,Morning Ride,3.0,130.0,122.4,377.3,81.2,8.0,2020-12-11 08:05:25,4am-8am,5.0,69.67,Ride,152.0,90.1,20.46,17.62,0.3
445.9,Morning Ride,2.0,112.8,113.3,337.93,74.45,6.0,2020-12-10 06:30:54,4am-8am,3.0,65.6,Ride,152.0,90.1,18.62,17.03,0.3
684.5,Morning Ride,0.0,129.6,112.7,761.15,118.48,6.0,2020-12-04 06:53:13,4am-8am,9.0,101.25,Ride,152.0,90.1,27.94,16.56,0.8
257.0,Afternoon Ride,2.0,129.6,118.7,698.82,54.93,13.0,2020-12-02 13:51:56,12pm-4pm,7.0,36.1,Ride,152.0,90.1,8.43,14.01,0.3
450.9,Fullerton Loop? ,16.0,114.9,97.4,1361.55,94.77,6.0,2020-12-02 06:49:00,4am-8am,22.0,77.13,Ride,152.0,90.1,15.19,11.81,0.8
544.35,Afternoon Ride,0.0,129.6,128.4,0.0,30.0,16.0,2020-11-29 16:01:38,12pm-4pm,0.0,30.0,Ride,152.0,90.1,9.6,19.2,0.1
481.3,Morning Ride,0.0,116.6,86.7,390.42,117.12,6.0,2020-11-28 06:41:21,4am-8am,2.0,92.53,Ride,152.0,90.1,22.96,14.89,0.3
341.3,With dad ,0.0,124.6,82.9,288.71,82.85,9.0,2020-11-26 09:27:15,8am-12pm,3.0,68.6,Ride,152.0,90.1,16.63,14.54,0.3
306.9,Morning Ride,0.0,129.6,83.7,918.64,68.2,7.0,2020-11-25 07:08:14,4am-8am,2.0,61.12,Ride,152.0,90.1,11.61,11.4,0.8
1061.4,Morning Ride,1.0,116.2,111.5,1354.99,189.72,6.0,2020-11-22 06:40:31,4am-8am,12.0,158.58,Ride,152.0,90.1,43.11,16.31,0.8
497.4,Morning Ride,2.0,117.1,117.5,337.93,75.98,6.0,2020-11-20 06:38:24,4am-8am,6.0,70.53,Ride,152.0,90.1,20.19,17.18,0.3
90.0,Morning Ride,0.0,107.8,36.5,118.11,61.32,9.0,2020-11-19 09:03:48,8am-12pm,0.0,41.08,Ride,152.0,90.1,5.28,7.72,0.9
354.7,Morning Ride,1.0,129.6,93.6,275.59,71.33,6.0,2020-11-17 06:32:32,4am-8am,1.0,63.15,Ride,152.0,90.1,16.55,15.73,0.3
10.8,Afternoon Ride,0.0,105.9,17.1,3.28,16.22,14.0,2020-11-14 14:46:02,12pm-4pm,0.0,10.52,Ride,152.0,90.1,0.87,4.94,0.9
37.6,Morning Ride,0.0,123.8,27.6,98.43,33.77,9.0,2020-11-14 09:36:34,8am-12pm,0.0,22.72,Ride,152.0,90.1,2.01,5.3,0.7
881.1,Morning Ride,0.0,129.6,114.1,1099.08,146.17,6.0,2020-11-13 06:58:44,4am-8am,10.0,128.7,Ride,152.0,90.1,35.32,16.46,0.8
355.2,Morning Ride,1.0,129.6,96.8,259.19,68.73,6.0,2020-11-10 06:40:07,4am-8am,2.0,61.18,Ride,152.0,90.1,16.27,15.95,0.3
640.6,Morning Ride,1.0,129.6,102.2,826.77,112.02,6.0,2020-11-08 06:34:36,4am-8am,8.0,104.47,Ride,152.0,90.1,27.34,15.7,0.8
796.8,Morning Ride,5.0,129.6,123.4,882.55,150.95,6.0,2020-11-06 06:35:35,4am-8am,14.0,107.63,Ride,152.0,90.1,31.19,17.39,0.8
630.2,Morning Ride,2.0,129.6,112.7,561.02,99.78,6.0,2020-11-04 06:31:28,4am-8am,9.0,93.17,Ride,152.0,90.1,26.05,16.78,0.3
428.9,Morning Ride,0.0,129.6,116.5,285.43,65.3,6.0,2020-11-03 06:54:52,4am-8am,8.0,61.37,Ride,152.0,90.1,17.57,17.18,0.3
351.3,Morning Ride,10.0,135.3,38.5,1492.78,178.65,6.0,2020-10-31 06:00:09,4am-8am,22.0,152.08,Ride,116.0,94.9,44.15,17.42,0.8
643.4,Morning Ride,0.0,129.6,118.6,505.25,99.37,5.0,2020-10-30 05:59:01,4am-8am,4.0,90.42,Ride,152.0,90.1,25.94,17.21,0.3
876.1,Morning Spin ,14.0,128.2,115.4,2096.46,146.37,5.0,2020-10-22 05:51:16,4am-8am,19.0,126.48,Ride,152.0,90.1,31.02,14.71,0.8
605.4,Morning Ride ,1.0,129.6,108.1,429.79,98.48,5.0,2020-10-18 05:32:42,4am-8am,5.0,93.32,Ride,152.0,90.1,26.03,16.74,0.3
86.9,Morning Ride,0.0,129.7,70.4,55.77,30.33,7.0,2020-10-08 07:10:08,4am-8am,0.0,20.58,Ride,152.0,90.1,4.83,14.07,0.1
357.6,Morning Ride,1.0,129.6,91.5,439.63,75.4,6.0,2020-09-22 06:07:12,4am-8am,2.0,65.17,Ride,152.0,90.1,16.01,14.74,0.3
144.8,Evening Ride,0.0,133.9,74.0,154.2,36.65,18.0,2020-09-16 18:40:02,4pm-8pm,0.0,32.6,Ride,152.0,90.1,6.99,12.87,0.1
371.0,Morning Ride,15.0,129.6,86.7,403.54,75.85,6.0,2020-09-13 06:03:40,4am-8am,28.0,71.3,Ride,152.0,90.1,17.6,14.81,0.3
109.2,Afternoon Ride,0.0,129.6,45.3,82.02,854.37,15.0,2020-09-12 15:42:13,12pm-4pm,5.0,40.17,Ride,152.0,90.1,7.33,10.95,0.7
544.35,Shawn ,0.0,129.6,128.4,0.0,25.0,23.0,2020-09-11 23:09:28,8pm-12am,0.0,25.0,Ride,152.0,90.1,4.0,9.6,0.7
12.9,Afternoon Ride,0.0,112.2,28.5,13.12,7.52,16.0,2020-09-11 16:34:50,12pm-4pm,0.0,7.52,Ride,152.0,90.1,1.02,8.12,0.9
336.5,Morning Ride 1,32.0,159.2,48.3,843.18,126.68,6.0,2020-09-05 06:07:25,4am-8am,60.0,116.13,Ride,122.0,95.0,41.03,21.2,0.5
597.9,Morning Ride,6.0,129.6,123.7,2211.29,94.48,6.0,2020-09-03 06:34:19,4am-8am,11.0,80.55,Ride,152.0,90.1,16.21,12.07,0.8
544.35,Evening Ride,0.0,129.6,128.4,0.0,40.0,19.0,2020-09-01 19:22:18,4pm-8pm,0.0,40.0,Ride,152.0,90.1,12.0,18.0,0.1
67.5,Evening Ride,0.0,111.7,55.0,75.46,23.58,19.0,2020-08-31 19:09:23,4pm-8pm,0.0,20.47,Ride,152.0,90.1,3.93,11.51,0.9
